dates,Code,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum
2023-02-01,210013.IB,459730000,0.0276254240861765,0.0273454233442331,-2.80000741943353,0.02738,0.0271087895391232,-2.71210460876789,1.028859897173988,2.5388444180845906,0.5683086236209028,-0.00372432254420596,14.098978053421995
2023-02-01,210013.IB,24500000,0.0276254240861765,0.0273454233442331,-2.80000741943353,0.0275,0.0271087895391232,-3.91210460876788,0.0,2.524810606705094,0.6228487877598157,0.0,14.098978053421995
2023-02-06,210013.IB,101400000,0.0276872100300514,0.0274415725575516,-2.45637472499706,0.02755,0.0272173166354395,-3.32683364560531,0.6178594387490008,2.252286803925008,0.16247618420310803,-0.0022315698767712,14.716837492170995
2023-02-06,210013.IB,128500000,0.0276872100300514,0.0274415725575516,-2.45637472499706,0.02755,0.0272173166354395,-3.32683364560531,0.0,2.236857515636079,0.20827137348799332,0.0,14.716837492170995
2023-02-07,210013.IB,690000000,0.0277607991145148,0.0273585809279422,-4.02218186572583,0.027611,0.0271529406550287,-4.58059344971288,0.7358908446340046,2.2126772500679626,0.1561369859289694,-0.0026508273108364344,15.452728336805
2023-02-08,210013.IB,555000000,0.0278427884995347,0.0274660572576941,-3.76731241840528,0.0277,0.0272793507656083,-4.2064923439172,0.8198938501989896,2.1495192990302137,0.1495343038036395,-0.0029447260651090934,16.27262218700399
2023-02-09,210013.IB,300000000,0.0278254293412421,0.0273749848287564,-4.50444512485621,0.02768,0.02721346411499,-4.66535885010045,-0.17359158292599292,2.141657482648763,0.12495952619099343,0.0006238594948424492,16.099030604077996
2023-02-10,210013.IB,51000000,0.0278361279163045,0.027504495744414,-3.31632171890493,0.027675,0.0273199182089021,-3.55081791097955,0.10698575062400434,2.122339049970306,0.16896510159635775,-0.00038434135288389903,16.206016354702
2023-02-13,210013.IB,17000000,0.0278208943154643,0.0274342289212193,-3.86665394245065,0.027675,0.0272498788751236,-4.25121124876356,-0.15233600840200423,2.020726274058092,0.29808004902521584,0.0005475597106068264,16.0536803463
2023-02-14,210013.IB,71020000,0.0278477457584907,0.027270507304613,-5.7723845387778,0.0277,0.0270891945021016,-6.10805497898405,0.26851443026401633,2.0184170623491147,0.274838260086998,-0.0009642232178960208,16.322194776564015
2023-02-15,210013.IB,10400000,0.0277637250768878,0.0274106700891791,-3.53054987708712,0.027631,0.0272321394135056,-3.98860586494448,-0.8402068160289975,2.0231095903392156,0.29619811943944524,0.00302627552211443,15.481987960535017
2023-02-16,210013.IB,53500000,0.0276327581339644,0.0273996681127659,-2.33090021198482,0.0275,0.0272214739458227,-2.78526054177251,-1.3096694292340227,1.9591685585934309,0.33507727835840956,0.004739553767614257,14.172318531300995
