,dates,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum,month_pct,scale,dates_2,month_cum_2,signal,month_delta,month_diff,yhat,prophet-signal
0,12/27/2021,2470000000,0.028497189,0.02819128,-3.059122609,0.028325,0.027942303,-3.826973993,-1.611460598,1.65104876,-0.039603871,0.005654806,-3.515817906,1.25%,-10,12/27/2021,-1.611460598,-1,0,0,,
1,12/28/2021,6300000000,0.028374874,0.02792435,-4.505241957,0.028225,0.027687525,-5.374747453,-1.223151127,1.655025039,-0.002711585,0.004310684,-4.738969033,1.68%,-10,12/28/2021,-2.834611725,-1,0,0,,
2,12/29/2021,8135100000,0.02824144,0.02787865,-3.627930333,0.028084,0.027636632,-4.473675386,-1.334331308,1.646780001,0.069219279,0.004724728,-6.073300341,2.15%,-10,12/29/2021,-4.168943033,-1,0,0,,
3,12/30/2021,6055050000,0.02796034,0.02780551,-1.548281709,0.0278,0.027509151,-2.90848675,-2.81100472,1.652775055,0.061338345,0.010053543,-8.884305062,3.16%,-10,12/30/2021,-6.979947753,-1,0,0,,
4,12/31/2021,1562450000,0.028026692,0.02772701,-2.99682709,0.027866,0.027422256,-4.437437724,0.663524605,1.652228081,0.062194941,-0.002367474,-8.220780456,2.92%,-10,12/31/2021,-6.316423148,-1,0,0,,
5,1/4/2022,10234590000,0.028058268,0.02765241,-4.05856296,0.027866,0.02734795,-5.180501441,0.315758864,1.644771788,0.075684619,-0.001125368,0.315758864,-0.11%,-15,1/4/2022,0.315758864,1,0,1,,
6,1/5/2022,6876450000,0.028149978,0.027802,-3.479782574,0.02795,0.027484896,-4.651039477,0.917092646,1.654799116,0.019354815,-0.003257881,1.23285151,-0.44%,-15,1/5/2022,1.23285151,1,0,1,,
7,1/6/2022,10656310000,0.028391169,0.02765168,-7.394919729,0.02821,0.027394997,-8.150030016,2.411917644,1.696528437,0.042825668,-0.008495309,3.644769153,-1.29%,-15,1/6/2022,3.644769154,1,0,1,,
8,1/7/2022,6264390000,0.028351982,0.02778374,-5.682465618,0.02815,0.027515549,-6.344506723,-0.391869742,1.6965261,0.043755907,0.00138216,3.252899411,-1.15%,-15,1/7/2022,3.252899412,1,0,1,,
9,1/10/2022,5653400000,0.028060561,0.02786852,-1.920391928,0.027861,0.027554832,-3.061682124,-2.91421501,1.728475643,0.094874153,0.010385448,0.338684402,-0.11%,-15,1/10/2022,0.338684402,1,0,1,,
10,1/11/2022,8846860000,0.028171291,0.02771802,-4.532733455,0.027971,0.027420161,-5.508391356,1.107296647,1.70004405,0.03979738,-0.003930585,1.445981049,-0.50%,-15,1/11/2022,1.445981049,1,0,1,,
11,1/12/2022,4150000000,0.027972152,0.02749402,-4.781275265,0.027775,0.027222066,-5.529339228,-1.99138826,1.715131889,0.078508756,0.007119182,-0.545407211,0.21%,-15,1/12/2022,-0.545407211,-1,0,1,,
12,1/13/2022,8677100000,0.027880793,0.02770127,-1.795211626,0.0277,0.027409822,-2.901775564,-0.913585923,1.69098977,0.062328099,0.003276757,-1.458993134,0.54%,-15,1/13/2022,-1.458993134,-1,0,1,,
13,1/14/2022,5568350000,0.02786502,0.0276712,-1.938180348,0.027678,0.027400258,-2.777422941,-0.157735578,1.679950046,0.016581519,0.00056607,-1.616728713,0.59%,-15,1/14/2022,-1.616728712,-1,0,1,,
14,1/17/2022,9100000000,0.027794148,0.02750703,-2.871202118,0.0276,0.027207971,-3.920290617,-0.708718269,1.613767601,0.08194525,0.002549883,-2.325446981,0.85%,-15,1/17/2022,-2.325446981,-1,0,1,,
15,1/18/2022,7590000000,0.027178137,0.02702381,-1.543251089,0.027,0.026726168,-2.738317839,-6.160104699,1.786754255,-0.429684668,0.022665662,-8.48555168,3.11%,-15,1/18/2022,-8.48555168,-1,0,1,,
16,1/19/2022,5897500000,0.026884073,0.02664965,-2.344231887,0.0267,0.026327312,-3.726876534,-2.940647163,1.804717406,-0.345328504,0.01093825,-11.42619884,4.21%,-15,1/19/2022,-11.42619884,-1,0,1,,
17,1/20/2022,4780640000,0.026971507,0.02648242,-4.89091058,0.02675,0.026168838,-5.811622602,0.874348296,1.814968363,-0.36908111,-0.003241748,-10.55185055,3.88%,-15,1/20/2022,-10.55185055,-1,0,1,,
18,1/21/2022,4654110000,0.026653705,0.02635856,-2.951430172,0.02645,0.02607951,-3.704896782,-3.178023141,1.807457874,-0.330645222,0.011923382,-13.72987369,5.08%,-15,1/21/2022,-13.72987369,-1,0,1,,
19,1/24/2022,8331300000,0.026346397,0.02600816,-3.382383456,0.02611,0.025702655,-4.073454044,-3.073083342,1.839660739,-0.291549645,0.01166415,-16.80295703,6.24%,-15,1/24/2022,-16.80295703,-1,0,1,,
20,1/25/2022,10425350000,0.02642425,0.02612223,-3.020200139,0.0262,0.025810043,-3.899570395,0.778535524,1.843579987,-0.360433402,-0.002946292,-16.02442151,5.95%,-15,1/25/2022,-16.02442151,-1,0,1,,
21,1/26/2022,7619300000,0.026764867,0.02614918,-6.156893795,0.026525,0.025844102,-6.808976812,3.406169377,1.926885309,-0.251122434,-0.01272627,-12.61825213,4.67%,-15,1/26/2022,-12.61825213,-1,0,1,,
22,1/27/2022,7520000000,0.02698523,0.02651105,-4.741783742,0.0268,0.026252526,-5.474742379,2.203627918,1.957611811,-0.236795268,-0.008166052,-10.41462421,3.86%,-15,1/27/2022,-10.41462421,-1,1,1,,
23,1/28/2022,3198480000,0.026625711,0.02635463,-2.710784715,0.026415,0.026055926,-3.590735635,-3.59519208,1.99775093,-0.23792237,0.013502708,-14.00981629,5.21%,-15,1/28/2022,-14.00981629,-1,1,1,,
24,2/7/2022,37327830000,0.026875642,0.02644109,-4.34557744,0.026625,0.02611961,-5.053900013,2.499316548,2.009002852,-0.221807628,-0.00929956,2.499316548,-0.93%,15,2/7/2022,2.499316548,1,1,2,,
25,2/8/2022,11277550000,0.026858188,0.02626656,-5.916308517,0.0266,0.025938311,-6.61688861,-0.174542972,2.001693724,-0.268322773,0.000649869,2.324773576,-0.87%,15,2/8/2022,2.324773576,1,1,2,,
26,2/9/2022,9311370000,0.027028636,0.02648343,-5.452032661,0.026775,0.026152073,-6.229273376,1.704474741,2.024138203,-0.285481517,-0.006306181,4.029248317,-1.50%,15,2/9/2022,4.029248317,1,1,2,,
27,2/10/2022,7322500000,0.02705719,0.02647464,-5.8254706,0.0268,0.026161024,-6.389755747,0.285546757,1.993381194,-0.356854953,-0.001055345,4.314795074,-1.60%,15,2/10/2022,4.314795074,1,1,2,,
